%time Input_Analog Output_Analog
8.9327e-06 -1.35421681181 -0.308456759442
8.9328e-06 -1.35232572371 -0.308522058308
8.9329e-06 -1.35043410174 -0.308587234887
8.933e-06 -1.34854194663 -0.308652289153
8.9331e-06 -1.34664925914 -0.308717221081
8.9332e-06 -1.34475604001 -0.308782030645
8.9333e-06 -1.34286229 -0.30884671782
8.9334e-06 -1.34096800985 -0.308911282579
8.9335e-06 -1.3390732003 -0.308975724898
8.9336e-06 -1.33717786211 -0.309040044751
8.9337e-06 -1.33528199602 -0.309104242112
8.9338e-06 -1.33338560278 -0.309168316957
8.9339e-06 -1.33148868314 -0.30923226926
8.934e-06 -1.32959123786 -0.309296098996
8.9341e-06 -1.32769326767 -0.30935980614
8.9342e-06 -1.32579477332 -0.309423390667
8.9343e-06 -1.32389575558 -0.309486852551
8.9344e-06 -1.32199621518 -0.309550191767
8.9345e-06 -1.32009615288 -0.309613408291
8.9346e-06 -1.31819556943 -0.309676502098
8.9347e-06 -1.31629446557 -0.309739473162
8.9348e-06 -1.31439284207 -0.309802321459
8.9349e-06 -1.31249069966 -0.309865046965
8.935e-06 -1.31058803909 -0.309927649653
8.9351e-06 -1.30868486113 -0.309990129501
8.9352e-06 -1.30678116653 -0.310052486483
8.9353e-06 -1.30487695602 -0.310114720574
8.9354e-06 -1.30297223037 -0.31017683175
8.9355e-06 -1.30106699033 -0.310238819986
8.9356e-06 -1.29916123665 -0.310300685259
8.9357e-06 -1.29725497008 -0.310362427543
8.9358e-06 -1.29534819137 -0.310424046815
8.9359e-06 -1.29344090128 -0.310485543049
8.936e-06 -1.29153310056 -0.310546916222
8.9361e-06 -1.28962478997 -0.31060816631
8.9362e-06 -1.28771597025 -0.310669293288
8.9363e-06 -1.28580664216 -0.310730297133
8.9364e-06 -1.28389680645 -0.310791177819
8.9365e-06 -1.28198646388 -0.310851935324
8.9366e-06 -1.28007561521 -0.310912569623
8.9367e-06 -1.27816426118 -0.310973080693
8.9368e-06 -1.27625240255 -0.311033468509
8.9369e-06 -1.27434004008 -0.311093733048
8.937e-06 -1.27242717452 -0.311153874285
8.9371e-06 -1.27051380662 -0.311213892198
8.9372e-06 -1.26859993714 -0.311273786763
8.9373e-06 -1.26668556685 -0.311333557955
8.9374e-06 -1.26477069648 -0.311393205752
8.9375e-06 -1.2628553268 -0.31145273013
8.9376e-06 -1.26093945857 -0.311512131065
8.9377e-06 -1.25902309254 -0.311571408534
8.9378e-06 -1.25710622947 -0.311630562514
8.9379e-06 -1.25518887011 -0.311689592981
8.938e-06 -1.25327101522 -0.311748499912
8.9381e-06 -1.25135266556 -0.311807283284
8.9382e-06 -1.24943382189 -0.311865943073
8.9383e-06 -1.24751448496 -0.311924479257
